id,ts,market,contract_type,algorithm,signal,stake,entry_price,exit_price,pnl,result,balance_after,contract_id,duration_ticks,notes
341,2026-04-03T03:47:27.023484,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9787.49,,,CANCELLED,,,,WebSocket is not connected
340,2026-04-03T03:47:27.000145,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.13,,,CANCELLED,,,,WebSocket is not connected
339,2026-04-03T03:47:26.969914,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.28,,,CANCELLED,,,,WebSocket is not connected
338,2026-04-03T03:47:26.941298,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.33,,,CANCELLED,,,,WebSocket is not connected
337,2026-04-03T03:47:26.911143,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.77,,,CANCELLED,,,,WebSocket is not connected
336,2026-04-03T03:47:26.890799,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.43,,,CANCELLED,,,,WebSocket is not connected
335,2026-04-03T03:47:26.857314,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9787.52,,,CANCELLED,,,,WebSocket is not connected
334,2026-04-03T03:47:26.834000,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.24,,,CANCELLED,,,,WebSocket is not connected
333,2026-04-03T03:47:26.809007,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.45,,,CANCELLED,,,,WebSocket is not connected
332,2026-04-03T03:47:26.785087,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.13,,,CANCELLED,,,,WebSocket is not connected
331,2026-04-03T03:47:26.705827,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.69,,,CANCELLED,,,,WebSocket is not connected
330,2026-04-03T03:47:26.622256,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.72,,,CANCELLED,,,,WebSocket is not connected
329,2026-04-03T03:47:26.562003,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.82,,,CANCELLED,,,,WebSocket is not connected
328,2026-04-03T03:47:26.494537,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.85,,,CANCELLED,,,,WebSocket is not connected
327,2026-04-03T03:47:09.281772,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.29,,,CANCELLED,,,,WebSocket is not connected
326,2026-04-03T03:47:09.251128,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.69,,,CANCELLED,,,,WebSocket is not connected
325,2026-04-03T03:47:09.221930,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.91,,,CANCELLED,,,,WebSocket is not connected
324,2026-04-03T03:47:09.192916,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.16,,,CANCELLED,,,,WebSocket is not connected
323,2026-04-03T03:47:09.165367,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.31,,,CANCELLED,,,,WebSocket is not connected
322,2026-04-03T03:47:06.409654,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.96,,,CANCELLED,,,,Request 38 timed out
321,2026-04-03T03:47:04.260709,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.25,,,CANCELLED,,,,WebSocket is not connected
320,2026-04-03T03:47:04.239502,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.88,,,CANCELLED,,,,WebSocket is not connected
319,2026-04-03T03:47:04.212843,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9787.96,,,CANCELLED,,,,WebSocket is not connected
318,2026-04-03T03:47:04.178690,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9785.19,,,CANCELLED,,,,WebSocket is not connected
317,2026-04-03T03:47:04.151223,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 3.0% (expected 10%),7,1.0,9786.15,,,CANCELLED,,,,WebSocket is not connected
316,2026-04-03T03:47:04.118457,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9785.42,,,CANCELLED,,,,WebSocket is not connected
315,2026-04-03T03:47:04.092061,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9786.9,,,CANCELLED,,,,WebSocket is not connected
314,2026-04-03T03:47:04.065454,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9787.7,,,CANCELLED,,,,WebSocket is not connected
313,2026-04-03T03:47:04.064240,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 4.0% (expected 10%),7,1.0,9787.7,,,CANCELLED,,,,WebSocket is not connected
312,2026-04-03T03:47:04.005656,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.21,,,CANCELLED,,,,WebSocket is not connected
311,2026-04-03T03:47:03.973232,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.48,,,CANCELLED,,,,WebSocket is not connected
310,2026-04-03T03:47:03.945787,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.73,,,CANCELLED,,,,WebSocket is not connected
309,2026-04-03T03:47:03.916808,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9787.32,,,CANCELLED,,,,WebSocket is not connected
308,2026-04-03T03:47:03.893697,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.15,,,CANCELLED,,,,WebSocket is not connected
307,2026-04-03T03:47:03.876261,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.5,,,CANCELLED,,,,WebSocket is not connected
306,2026-04-03T03:47:03.845131,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9785.53,,,CANCELLED,,,,WebSocket is not connected
305,2026-04-03T03:47:03.820207,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9786.49,,,CANCELLED,,,,WebSocket is not connected
304,2026-04-03T03:47:03.809131,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9787.37,,,CANCELLED,,,,WebSocket is not connected
303,2026-04-03T03:47:03.787101,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.1,,,CANCELLED,,,,WebSocket is not connected
302,2026-04-03T03:47:03.761644,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.8,,,CANCELLED,,,,WebSocket is not connected
301,2026-04-03T03:47:03.728595,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9785.59,,,CANCELLED,,,,WebSocket is not connected
300,2026-04-03T03:47:03.711041,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9786.59,,,CANCELLED,,,,WebSocket is not connected
299,2026-04-03T03:47:03.690577,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 5.0% (expected 10%),7,1.0,9787.69,,,CANCELLED,,,,WebSocket is not connected
298,2026-04-03T03:47:03.668370,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 6.0% (expected 10%),7,1.0,9785.13,,,CANCELLED,,,,WebSocket is not connected
297,2026-04-03T03:47:03.654627,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 6.0% (expected 10%),7,1.0,9786.71,,,CANCELLED,,,,WebSocket is not connected
296,2026-04-03T03:47:03.615695,1HZ10V,DIGITMATCH,Digit 7 underrepresented at 6.0% (expected 10%),7,1.0,9785.84,,,CANCELLED,,,,WebSocket is not connected
295,2026-04-03T03:47:03.574791,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9785.02,,,CANCELLED,,,,WebSocket is not connected
294,2026-04-03T03:47:03.520637,1HZ10V,TICKLOW,Momentum streak -4 ticks | RSI=47.6,LOW,1.0,9784.96,,,CANCELLED,,,,WebSocket is not connected
293,2026-04-03T03:47:03.474733,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9785.21,,,CANCELLED,,,,WebSocket is not connected
292,2026-04-03T03:47:03.420942,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9785.38,,,CANCELLED,,,,WebSocket is not connected
291,2026-04-03T03:46:46.366833,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9786.72,,,CANCELLED,,,,WebSocket is not connected
290,2026-04-03T03:46:46.342779,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9787.82,,,CANCELLED,,,,WebSocket is not connected
289,2026-04-03T03:46:46.315764,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9786.96,,,CANCELLED,,,,WebSocket is not connected
288,2026-04-03T03:46:46.299006,1HZ10V,TICKHIGH,Momentum streak +3 ticks | RSI=58.9,HIGH,1.0,9785.73,,,CANCELLED,,,,WebSocket is not connected
287,2026-04-03T03:46:43.347811,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9785.29,,,CANCELLED,,,,Request 30 timed out
286,2026-04-03T03:46:41.356599,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.8,,,CANCELLED,,,,WebSocket is not connected
285,2026-04-03T03:46:41.332899,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9788.16,,,CANCELLED,,,,WebSocket is not connected
284,2026-04-03T03:46:41.305603,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.08,,,CANCELLED,,,,WebSocket is not connected
283,2026-04-03T03:46:41.286984,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9785.95,,,CANCELLED,,,,WebSocket is not connected
282,2026-04-03T03:46:41.265963,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 4.0% (expected 10%),5,1.0,9786.77,,,CANCELLED,,,,WebSocket is not connected
281,2026-04-03T03:46:41.247055,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 4.0% (expected 10%),5,1.0,9788.07,,,CANCELLED,,,,WebSocket is not connected
280,2026-04-03T03:46:41.220654,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 4.0% (expected 10%),5,1.0,9787.21,,,CANCELLED,,,,WebSocket is not connected
279,2026-04-03T03:46:41.141823,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 4.0% (expected 10%),5,1.0,9786.1,,,CANCELLED,,,,WebSocket is not connected
278,2026-04-03T03:46:41.119992,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 5.0% (expected 10%),5,1.0,9786.69,,,CANCELLED,,,,WebSocket is not connected
277,2026-04-03T03:46:41.098790,1HZ10V,DIGITMATCH,Digit 5 underrepresented at 5.0% (expected 10%),5,1.0,9787.94,,,CANCELLED,,,,WebSocket is not connected
276,2026-04-03T03:46:41.084138,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.29,,,CANCELLED,,,,WebSocket is not connected
275,2026-04-03T03:46:41.054839,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.34,,,CANCELLED,,,,WebSocket is not connected
274,2026-04-03T03:46:41.030547,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 4.0% (expected 10%),4,1.0,9786.88,,,CANCELLED,,,,WebSocket is not connected
273,2026-04-03T03:46:41.005597,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 4.0% (expected 10%),4,1.0,9787.96,,,CANCELLED,,,,WebSocket is not connected
272,2026-04-03T03:46:40.986663,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 4.0% (expected 10%),4,1.0,9787.13,,,CANCELLED,,,,WebSocket is not connected
271,2026-04-03T03:46:40.962762,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.33,,,CANCELLED,,,,WebSocket is not connected
270,2026-04-03T03:46:40.941630,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.9,,,CANCELLED,,,,WebSocket is not connected
269,2026-04-03T03:46:40.922534,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9788.02,,,CANCELLED,,,,WebSocket is not connected
268,2026-04-03T03:46:40.901183,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.3,,,CANCELLED,,,,WebSocket is not connected
267,2026-04-03T03:46:40.886934,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.13,,,CANCELLED,,,,WebSocket is not connected
266,2026-04-03T03:46:40.863373,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.73,,,CANCELLED,,,,WebSocket is not connected
265,2026-04-03T03:46:40.842050,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.7,,,CANCELLED,,,,WebSocket is not connected
264,2026-04-03T03:46:40.819749,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9787.31,,,CANCELLED,,,,WebSocket is not connected
263,2026-04-03T03:46:40.802462,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 5.0% (expected 10%),4,1.0,9786.31,,,CANCELLED,,,,WebSocket is not connected
262,2026-04-03T03:46:40.779812,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9786.49,,,CANCELLED,,,,WebSocket is not connected
261,2026-04-03T03:46:40.764976,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9787.5,,,CANCELLED,,,,WebSocket is not connected
260,2026-04-03T03:46:40.748517,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 6.0% (expected 10%),4,1.0,9787.5,,,CANCELLED,,,,WebSocket is not connected
259,2026-04-03T03:46:40.678892,1HZ10V,TICKLOW,Momentum streak -3 ticks | RSI=42.2,LOW,1.0,9786.15,,,CANCELLED,,,,WebSocket is not connected
258,2026-04-03T03:46:40.625570,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9786.21,,,CANCELLED,,,,WebSocket is not connected
257,2026-04-03T03:46:40.579718,1HZ10V,PUT,EMA9 crossed below EMA21 | RSI=49.0,DOWN,1.0,9786.5,,,CANCELLED,,,,WebSocket is not connected
256,2026-04-03T03:46:22.514568,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9787.67,,,CANCELLED,,,,WebSocket is not connected
255,2026-04-03T03:46:22.496761,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9786.59,,,CANCELLED,,,,WebSocket is not connected
254,2026-04-03T03:46:22.469212,1HZ10V,DIGITMATCH,Digit 4 underrepresented at 7.0% (expected 10%),4,1.0,9787.28,,,CANCELLED,,,,WebSocket is not connected
253,2026-04-03T03:46:20.470355,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9786.8,,,CANCELLED,,,,Request 23 timed out
252,2026-04-03T03:46:18.423051,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9787.72,,,CANCELLED,,,,WebSocket is not connected
251,2026-04-03T03:46:18.399161,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9786.96,,,CANCELLED,,,,WebSocket is not connected
250,2026-04-03T03:46:18.376106,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 6.0% (expected 10%),8,1.0,9787.18,,,CANCELLED,,,,WebSocket is not connected
249,2026-04-03T03:46:18.353060,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.85,,,CANCELLED,,,,WebSocket is not connected
248,2026-04-03T03:46:18.309725,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.08,,,CANCELLED,,,,WebSocket is not connected
247,2026-04-03T03:46:18.286800,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.23,,,CANCELLED,,,,WebSocket is not connected
246,2026-04-03T03:46:18.259182,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.99,,,CANCELLED,,,,WebSocket is not connected
245,2026-04-03T03:46:18.213723,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.21,,,CANCELLED,,,,WebSocket is not connected
244,2026-04-03T03:46:18.190930,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.45,,,CANCELLED,,,,WebSocket is not connected
243,2026-04-03T03:46:18.160785,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.92,,,CANCELLED,,,,WebSocket is not connected
242,2026-04-03T03:46:18.120013,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.29,,,CANCELLED,,,,WebSocket is not connected
241,2026-04-03T03:46:18.052641,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.46,,,CANCELLED,,,,WebSocket is not connected
240,2026-04-03T03:46:18.039226,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.04,,,CANCELLED,,,,WebSocket is not connected
239,2026-04-03T03:46:17.999015,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.13,,,CANCELLED,,,,WebSocket is not connected
238,2026-04-03T03:46:17.975324,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.59,,,CANCELLED,,,,WebSocket is not connected
237,2026-04-03T03:46:17.954818,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.89,,,CANCELLED,,,,WebSocket is not connected
236,2026-04-03T03:46:17.902627,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.3,,,CANCELLED,,,,WebSocket is not connected
235,2026-04-03T03:46:17.878484,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.45,,,CANCELLED,,,,WebSocket is not connected
234,2026-04-03T03:46:17.859114,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.89,,,CANCELLED,,,,WebSocket is not connected
233,2026-04-03T03:46:17.829775,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.31,,,CANCELLED,,,,WebSocket is not connected
232,2026-04-03T03:46:17.811546,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.53,,,CANCELLED,,,,WebSocket is not connected
231,2026-04-03T03:46:17.787624,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9788.07,,,CANCELLED,,,,WebSocket is not connected
230,2026-04-03T03:46:17.744933,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.5,,,CANCELLED,,,,WebSocket is not connected
229,2026-04-03T03:46:17.728367,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.43,,,CANCELLED,,,,WebSocket is not connected
228,2026-04-03T03:46:17.709283,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9788.0,,,CANCELLED,,,,WebSocket is not connected
227,2026-04-03T03:46:17.682628,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 5.0% (expected 10%),8,1.0,9787.28,,,CANCELLED,,,,WebSocket is not connected
226,2026-04-03T03:46:17.653690,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.27,,,CANCELLED,,,,WebSocket is not connected
225,2026-04-03T03:46:17.608631,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.18,,,CANCELLED,,,,WebSocket is not connected
224,2026-04-03T03:46:17.533939,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.23,,,CANCELLED,,,,WebSocket is not connected
223,2026-04-03T03:46:17.432392,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.45,,,CANCELLED,,,,WebSocket is not connected
222,2026-04-03T03:45:59.515001,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.81,,,CANCELLED,,,,WebSocket is not connected
221,2026-04-03T03:45:59.494239,1HZ10V,PUT,EMA9 crossed below EMA21 | RSI=60.8,DOWN,1.0,9787.32,,,CANCELLED,,,,WebSocket is not connected
220,2026-04-03T03:45:57.351305,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.46,,,CANCELLED,,,,Request 17 timed out
219,2026-04-03T03:45:55.460127,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.87,,,CANCELLED,,,,WebSocket is not connected
218,2026-04-03T03:45:55.413886,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.14,,,CANCELLED,,,,WebSocket is not connected
217,2026-04-03T03:45:55.386909,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9788.06,,,CANCELLED,,,,WebSocket is not connected
216,2026-04-03T03:45:55.358846,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.03,,,CANCELLED,,,,WebSocket is not connected
215,2026-04-03T03:45:55.337780,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9788.21,,,CANCELLED,,,,WebSocket is not connected
214,2026-04-03T03:45:55.310968,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9786.96,,,CANCELLED,,,,WebSocket is not connected
213,2026-04-03T03:45:55.292079,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9788.51,,,CANCELLED,,,,WebSocket is not connected
212,2026-04-03T03:45:55.259917,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9786.91,,,CANCELLED,,,,WebSocket is not connected
211,2026-04-03T03:45:55.227768,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9788.74,,,CANCELLED,,,,WebSocket is not connected
210,2026-04-03T03:45:55.198057,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9786.9,,,CANCELLED,,,,WebSocket is not connected
209,2026-04-03T03:45:55.171671,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9788.57,,,CANCELLED,,,,WebSocket is not connected
208,2026-04-03T03:45:55.136164,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9786.62,,,CANCELLED,,,,WebSocket is not connected
207,2026-04-03T03:45:55.110542,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.65,,,CANCELLED,,,,WebSocket is not connected
206,2026-04-03T03:45:55.060126,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9786.93,,,CANCELLED,,,,WebSocket is not connected
205,2026-04-03T03:45:55.044560,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.6,,,CANCELLED,,,,WebSocket is not connected
204,2026-04-03T03:45:54.999157,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.03,,,CANCELLED,,,,WebSocket is not connected
203,2026-04-03T03:45:54.980784,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.89,,,CANCELLED,,,,WebSocket is not connected
202,2026-04-03T03:45:54.937939,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.39,,,CANCELLED,,,,WebSocket is not connected
201,2026-04-03T03:45:54.916112,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.89,,,CANCELLED,,,,WebSocket is not connected
200,2026-04-03T03:45:54.881255,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.4,,,CANCELLED,,,,WebSocket is not connected
199,2026-04-03T03:45:54.841848,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9788.86,,,CANCELLED,,,,WebSocket is not connected
198,2026-04-03T03:45:54.788977,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.38,,,CANCELLED,,,,WebSocket is not connected
197,2026-04-03T03:45:54.760866,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9789.2,,,CANCELLED,,,,WebSocket is not connected
196,2026-04-03T03:45:54.731974,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.49,,,CANCELLED,,,,WebSocket is not connected
195,2026-04-03T03:45:54.704044,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9789.19,,,CANCELLED,,,,WebSocket is not connected
194,2026-04-03T03:45:54.685746,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 3.0% (expected 10%),8,1.0,9787.52,,,CANCELLED,,,,WebSocket is not connected
193,2026-04-03T03:45:54.644052,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9789.14,,,CANCELLED,,,,WebSocket is not connected
192,2026-04-03T03:45:54.595113,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.91,,,CANCELLED,,,,WebSocket is not connected
191,2026-04-03T03:45:54.533646,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.96,,,CANCELLED,,,,WebSocket is not connected
190,2026-04-03T03:45:54.467289,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9787.7,,,CANCELLED,,,,WebSocket is not connected
189,2026-04-03T03:45:36.740353,1HZ10V,DIGITMATCH,Digit 8 underrepresented at 4.0% (expected 10%),8,1.0,9789.23,,,CANCELLED,,,,WebSocket is not connected
